Title,Artist,Nationality,Born Date,Death Date,Gender,Submission Date,Department,Actual Age,Submission Age
The Shot Heard 'Round the World,Philip Knoll,American,1959,,Male,2003,Drawings,-,44
Breakfast in My Stomach,Louise Bourgeois,American,1911,2010,Female,2000,Prints & Illustrated Books,99,89
Untitled,Alfredo Boulton,Venezuelan,1908,1995,Male,1940,Photography,87,32
Untitled,A.R. Penck (Ralf Winkler),German,1939,2017,Male,1974,Drawings,78,35
Georgia O'Keeffe - Hands,Alfred Stieglitz,American,1864,1946,Male,1921,Photography,82,57
The Nut,Theodore Reed,American,1887,1959,Male,1921,Film,72,34
Untitled,Hedda Sterne,American,1910,,Female,1967,Prints & Illustrated Books,-,57
"Norfolk, Connecticut",Larry Fink,American,1941,,Male,1978,Photography,-,37
Credits,Keith Coventry,British,1958,,Male,1992,Painting & Sculpture,-,34
"Fluxsports, performed during Perpetual Fluxus Festival, Washington Square Gallery, New York, September 18, 1964",Peter Moore,American,1932,1993,Male,1964,Prints & Illustrated Books,61,32
An Egg from Peace is Patriotic,William Frederick Weege III,American,1935,,Male,1967,Prints & Illustrated Books,-,32
"Conversation, Madrid",Brassaï (Gyula Halász),French,1899,1984,Male,1950,Photography,85,51
Armchair,Finn Juhl,Danish,1912,1989,Male,1951,Architecture & Design,77,39
Black Curvy Brushstrokes,Sol LeWitt,American,1928,2007,Male,1997,Prints & Illustrated Books,79,69
Untitled from Aquarellen (Watercolors),Thomas Schütte,German,1954,,Male,1987,Drawings,-,33
Drawing Restraint 5,Matthew Barney,American,1967,,Male,1989,Painting & Sculpture,-,22
Saint-Cloud,Eugène Atget,French,1857,1927,Male,1915,Photography,70,58
"Lincoln Street and Riverside Street, Spokane, Washington, August 25, 1974",Stephen Shore,American,1947,,Male,1974,Photography,-,27
Martha's Vineyard,Aaron Siskind,American,1903,1991,Male,1954,Photography,88,51
Colored Rhythm: Study for the Film,Léopold Survage,French,1879,1968,Male,1913,Drawings,89,34
"Tailpiece (page 22) from LIVRET DE FOLASTRIES, À JANOT PARISIEN",Aristide Maillol,French,1861,1944,Male,1934,Prints & Illustrated Books,83,73
Untitled (Parade Robot) from The Conditional Probability Machine,Eduardo Paolozzi,British,1924,2005,Male,1970,Prints & Illustrated Books,81,46
Berlin West,Michael Schmidt,German,1945,2014,Male,1982,Photography,69,37
Headpiece (page 200) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,French,1870,1943,Male,1898,Prints & Illustrated Books,73,28
Plate (folio 4 verso or 15) from EX ADVERSO,William Brui,Israeli,1946,,Male,1968,Prints & Illustrated Books,-,22
Guy's Song,Charles Harbutt,American,1935,2015,Male,1970,Film,80,35
"Johnson Wax Research Tower, Racine, Wisconsin, Tension ring study model for the reception skylight",Frank Lloyd Wright,American,1867,1959,Male,1946,Architecture & Design,92,79
The Flying Dutchman,Jimmy Ernst,American,1920,1984,Male,1942,Painting & Sculpture,64,22
Spray Painted Robe,Jim Dine,American,1935,,Male,1977,Prints & Illustrated Books,-,42
Firedogs,George Nelson,American,1908,1986,Male,1951,Architecture & Design,78,43
The Crouched Ones,Manuel Álvarez Bravo,Mexican,1902,2002,Male,1934,Photography,100,32
Headpiece (page 7) from FABLES,Thomas Bewick,British,1753,1828,Male,1818,Prints & Illustrated Books,75,65
Cancellation proof for The Blue Guitar from The Blue Guitar,David Hockney,British,1937,,Male,1977,Prints & Illustrated Books,-,40
Untitled from Portfolio (Manifesto),Nicolas Garcia Uriburu,Argentine,1937,2016,Male,1973,Prints & Illustrated Books,79,36
"Pamphlet for the publication ""The Avant-garde in Print"" by Ex Libris",Elaine Lustig Cohen,American,1927,2016,Female,1981,Architecture & Design,89,54
Buenos Aires,Horacio Coppola,Argentine,1906,2012,Male,1931,Photography,106,25
"The Oratory of the Main Hall, The Muro-ji",Ken Domon,Japanese,1909,1990,Male,1947,Photography,81,38
Mystery Food,Ben Vautier,French,1935,,Male,1963,Prints & Illustrated Books,-,28
Where to Go,Richard Artschwager,American,1923,2013,Male,1967,Drawings,90,44
Tina Turning,Richard Serra,American,1938,,Male,1969,Film,-,31
Blind Men,August Sander,German,1876,1964,Male,1921,Photography,88,45
Your Name Spelled with Objects: Ken Friedman,George Maciunas,American,1931,1978,Male,1976,Prints & Illustrated Books,47,45
Bowl,Walter Zeischegg,Austrian,1917,1983,Male,1967,Architecture & Design,66,50
"Green Man. Set design for Der Blaue Vogel Cabaret Theater, Berlin",Pavel Tchelitchew,American,1898,1957,Male,1922,Drawings,59,24
Low Tide Wandering No. 26 (Wattwanderung No. 26) from Low Tide Wandering (Wattwanderung),Thomas Schütte,German,1954,,Male,2001,Prints & Illustrated Books,-,47
Untitled,Marvin Israel,American,1924,1984,Male,1964,Drawings,60,40
"THE THEATER OF MARCELLUS, FROM THE PIAZZA MONTANARA, ROME",Robert Macpherson,British,1811,1872,Male,1855,Photography,61,44
Untitled,Unknown,,,,,1925,Photography,-,-
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,,,,,1914,Prints & Illustrated Books,-,-
The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,,,,,1920,Photography,-,-
Alberto Greco in Piedralaves,Alberto Greco,Argentine,1931,1965,Male,1983,Media and Performance Art,34,52
Untitled,Paulo Monteiro,Brazilian,1961,,Male,1992,Drawings,-,31
Revoliutsiia i front,Iurii Annenkov,Russian,1889,1974,Male,1921,Prints & Illustrated Books,85,32
Mr. Mouse Takes a Trip,Clyde Geronimi,Italian,1901,1989,Male,1940,Film,88,39
Signal Rocket,Takis,French,1925,,Male,1955,Painting & Sculpture,-,30
Letter to Kinmont from Janis Ekdahl,Ben Kinmont,American,1963,,Male,1998,Prints & Illustrated Books,-,35
Untitled,Yutaka Matsuzawa,Japanese,1922,2006,Male,1962,Prints & Illustrated Books,84,40
Bauhaus Staircase,Katharina Gaenssler,German,1974,,Female,2015,Photography,-,41
Untitled (11-L),Donald Judd,American,1928,1994,Male,1965,Prints & Illustrated Books,66,37
Spatial Poem No. 4,Mieko Shiomi,Japanese,1938,,Female,1973,Fluxus Collection,-,35
"The Meal (plate, facing page 146) from Cuisine: Recueil de 117 Recettes",Édouard Vuillard,French,1868,1940,Male,1935,Prints & Illustrated Books,72,67
Endless Dialogue,Laura Grisi,Italian,1939,2017,Female,1978,Drawings,78,39
IMPASSE CHARTIÈRE,Eugène Atget,French,1857,1927,Male,1925,Photography,70,68
Temple of Wady Kardassy,Maxime Du Camp,French,1822,1894,Male,1850,Photography,72,28
Study for Proyecto Prototipo Multiple,Luis Fernando Benedit,Argentine,1937,2011,Male,1971,Drawings,74,34
Quattro Quarti Furniture Units,Rodolfo Bonetto,Italian,1929,1991,Male,1969,Architecture & Design,62,40
"Untitled, no. 40 of 69, from the illustrated book, Album",Louise Bourgeois,American,1911,2010,Female,1994,Prints & Illustrated Books,99,83
Headpiece and pictorial initial J (page 159) from DINGO,Pierre Bonnard,French,1867,1947,Male,1924,Prints & Illustrated Books,80,57
Tumbler,Earl S. Tupper,American,1907,1983,Male,1945,Architecture & Design,76,38
Turning Some Pages,Lawrence Weiner,American,1942,,Male,2007,Media and Performance Art,-,65
Broken Spaces #5,Jack Whitten,American,1939,2018,Male,1974,Drawings,79,35
Équation,Antoni Tàpies,Spanish,1923,2012,Male,1987,Prints & Illustrated Books,89,64
"IIT Metallurgy and Chemical Engineering Building, Chicago, Illinois, Perspective sketch showing I-beam mullions for the symetrical corner of brick base at classroom end",Ludwig Mies van der Rohe,American,1886,1969,Male,1944,Architecture & Design,83,58
Bacchanal (Bacchantenzug),Lovis Corinth,German,1858,1925,Male,1895,Prints & Illustrated Books,67,37
Missing Room,Ján Mančuška,Czech,1972,2011,Male,2008,Painting & Sculpture,39,36
Architecture Panoramas,Jan Dibbets,Dutch,1941,,Male,1971,Photography,-,30
Dancer,Gaston Lachaise,American,1882,1935,Male,1928,Painting & Sculpture,53,46
Untitled,Wayne Miller,American,1918,2013,Male,1947,Photography,95,29
"VILLAGE OF BEEHIVES, CHAVILLE WOOD, LE DOISU (plate; volume II, page 175) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,French,1884,1974,Male,1940,Prints & Illustrated Books,90,56
Plate (folio 19) from AN ANGLE,Giuseppe Santomaso,Italian,1907,1990,Male,1972,Prints & Illustrated Books,83,65
Inseparable Friends,Morris Hirshfield,American,1872,1946,Male,1941,Painting & Sculpture,74,69
Kleider von Bliss Haben Schmiss!,Ernst Keller,Swiss,1891,1968,Male,1920,Architecture & Design,77,29
Untitled (small circles),Tomma Abts,German,1967,,Female,2015,Prints & Illustrated Books,-,48
Plate (facing page 84) from OEUVRES,Gustave Doré,French,1832,1883,Male,1854,Prints & Illustrated Books,51,22
"Exhibition of the School of Arts and Crafts, Bielefeld",Georg Trump,German,1896,1985,Male,1927,Drawings,89,31
"Plate 4 of 11, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,American,1911,2010,Female,1995,Prints & Illustrated Books,99,84
Drawing II,Andrzej J. Wroblewski,Polish,1934,,Male,1962,Drawings,-,28
Back and Front of Time: S.A. Equation,Shusaku Arakawa,American,1936,2010,Male,1965,Painting & Sculpture,74,29
No Title from The Archives: Art Information Centre Peter Van Beveren,Richard Nonas,American,1936,,Male,1981,Prints & Illustrated Books,-,45
Letter to Émile Malespine from Marinetti,Filippo Tommaso Marinetti,Italian,1876,1944,Male,1920,Architecture & Design,68,44
Chicago 30,Aaron Siskind,American,1903,1991,Male,1949,Photography,88,46
In-text plate (page 16) from THE HOMERIC HYMN TO APHRODITE,Mark Severin,Nationality unknown,,,Male,1948,Prints & Illustrated Books,-,-
Poster of the French National Railroad,Album-miscellaneous,Various,,,,1922,Architecture & Design,-,-
Untitled (#21),Richard Tuttle,American,1941,,Male,1974,Drawings,-,33
Untitled,Allen A. Dutton,American,1922,,Male,1964,Photography,-,42
Virginia,Lee Friedlander,American,1934,,Male,1961,Photography,-,27
Cain from the series Saracen Heads,Peter Howson,British,1958,,Male,1987,Prints & Illustrated Books,-,29
Untitled (Chula Girl),Dr. Lakra (Jerónimo López Ramírez),Mexican,1970,,Male,2001,Drawings,-,31
Magnolia,Paul Thomas Anderson,American,1970,,Male,1999,Film,-,29
Open No. 17: In Ultramarine with Charcoal Line,Robert Motherwell,American,1915,1991,Male,1968,Painting & Sculpture,76,53
(Gang),George Krause,American,1937,,Male,1960,Photography,-,23
Sketchbook,Paul Delvaux,Belgian,1897,1994,Male,1942,Drawings,97,45
Preparatory drawing for In Memory of My Feelings,Nell Blaine,American,1922,1996,Female,1967,Prints & Illustrated Books,74,45
Untitled,Miroslav Sutej,Yugoslav,1936,2005,Male,1965,Prints & Illustrated Books,69,29
Small Window At Night,Patrick Caulfield,British,1936,2005,Male,1972,Prints & Illustrated Books,69,36
What is a Comparison?,R. B. Kitaj,American,1932,2007,Male,1964,Prints & Illustrated Books,75,32
"Untitled, from Eurana Park, Weatherly, Pennsylvania",Judith Joy Ross,American,1946,,Female,1982,Photography,-,36
Headpiece (page 25) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,French,1870,1943,Male,1898,Prints & Illustrated Books,73,28
RAGLAN CASTLE,Alfred Capel Cure,British,1826,1896,Male,1859,Photography,70,33
Untitled,Eugène Atget,French,1857,1927,Male,1899,Photography,70,42
Wrapper front from LAUS VENERIS,Jacques Villon,French,1875,1963,Male,1956,Prints & Illustrated Books,88,81
Excerpts from book one (wall),Matthew Monahan,American,1972,,Male,2002,Drawings,-,30
"THE CHARLATAN (plate 71, 1st supplementary suite) from FABLES",Marc Chagall,French,1887,1985,Male,1940,Prints & Illustrated Books,98,53
Untitled from Kracked,Ed Moses,American,1926,2018,Male,1993,Prints & Illustrated Books,92,67
"Bismarck Monument Project, Bingen, Germany, Perspective",Ludwig Mies van der Rohe,American,1886,1969,Male,1910,Architecture & Design,83,24
Man and Young Woman (Mann und junges Weib),Emil Nolde,German,1867,1956,Male,1918,Prints & Illustrated Books,89,51
Tailpiece (page 35) from POÉSIES,Henri Matisse,French,1869,1954,Male,1931,Prints & Illustrated Books,85,62
Untitled,Rudy Burckhardt,American,1914,1999,Male,1940,Photography,85,26
Untitled,Colleen Frances Kenyon,American,1951,,Female,1984,Photography,-,33
Untitled,Mateo López,Colombian,1978,,Male,2009,Drawings,-,31
"SMOKE TREES NEAR JACKASS FLAT, ANZA BORREGO DESERT STATE PARK",David Wing,American,1947,,Male,1987,Photography,-,40
"The Siren, design for H.P. (Horsepower)",Diego Rivera,Mexican,1886,1957,Male,1927,Drawings,71,41
Booker T. Washington on Horseback,Arthur P. Bedou,American,1882,1966,Male,1915,Photography,84,33
Untitled from Favorite Objects,Christian Boltanski,French,1944,,Male,1998,Prints & Illustrated Books,-,54
"First state of THE DROVER LAMPIS RAVISHES CHLOE (supplementary suite, plate 48) from DAPHNIS AND CHLOE",Aristide Maillol,French,1861,1944,Male,1937,Prints & Illustrated Books,83,76
"Abraham Walkowitz, Lake George",Alfred Stieglitz,American,1864,1946,Male,1916,Photography,82,52
"Untitled, plate 10 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,American,1911,2010,Female,1995,Prints & Illustrated Books,99,84
Study for Archelogia II,Graham Nickson,British,1946,,Male,1984,Drawings,-,38
Orchids,Olivia Parker,American,1941,,Female,1976,Photography,-,35
"GLUTTONY II (First supplementary suite, plate 11) from LES SEPT PÉCHÉS CAPITAUX, La Gourmandise",Marc Chagall,French,1887,1985,Male,1926,Prints & Illustrated Books,98,39
"Four Heads, Types of the Labouring Class",John Thomson,British,1837,1921,Male,1873,Photography,84,36
(Untitled) (Hand),Man Ray (Emmanuel Radnitzky),American,1890,1976,Male,1929,Photography,86,39
Twining Court I,Anne Truitt,American,1921,2004,Female,2001,Painting & Sculpture,83,80
VERSAILLES (CHÂTEAU),Eugène Atget,French,1857,1927,Male,1902,Photography,70,45
Raw Prints (Orange) from Raw Prints,John Baldessari,American,1931,,Male,1976,Prints & Illustrated Books,-,45
Untitled,Rosalind Fox Solomon,American,1930,,Female,1974,Photography,-,44
The Pushcart,Maurice Grosser,American,1903,1986,Male,1942,Painting & Sculpture,83,39
JUVISY -- FONTAINE,Eugène Atget,French,1857,1927,Male,1902,Photography,70,45
"Improvisation I (plate, folio 41) from Klänge (Sounds)",Vasily Kandinsky,French,1866,1944,Male,1913,Prints & Illustrated Books,78,47
"Untitled (Branch with Eight Leaves), in Les Arbres (2), from the editioned series of portfolios, Les Arbres (1-6)",Louise Bourgeois,American,1911,2010,Female,2004,Prints & Illustrated Books,99,93
Versailles -- Bassin de Neptune,Eugène Atget,French,1857,1927,Male,1902,Photography,70,45
Smoke-cross,Roman Signer,Swiss,1938,,Male,1975,Media and Performance Art,-,37
Plate (page 345) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
"Untitled, plate 2 of 8, from the puritan",Louise Bourgeois,American,1911,2010,Female,1990,Prints & Illustrated Books,99,79
"Woman of the High Plains, Texas Panhandle",Dorothea Lange,American,1895,1965,Female,1938,Photography,70,43
Mangue-Bangue,Neville de Almeida,Brazilian,1941,,Male,1972,Film,-,31
The Betrayal (Nerakhoon),Ellen Kurras,American,1959,,Female,2008,Film,-,49
Haiti Market,"George Overbury (""Pop"") Hart",American,1868,1933,Male,1924,Prints & Illustrated Books,65,56
A So Desu Ka,Steina,Icelandic,1940,,Female,1994,Media and Performance Art,-,54
Homage to Lieou Pei,Seong Moy,American,1921,2013,Male,1952,Prints & Illustrated Books,92,31
"WAGGONWAYBREEN GLACIER, SPITSBERGEN-SVALBARD",Stuart Klipper,American,1941,,Male,1981,Photography,-,40
"Coney Island, New York",Garry Winogrand,American,1928,1984,Male,1953,Photography,56,25
Meat on the Table,Anna Bella Geiger,Brazilian,1933,,Female,1969,Prints & Illustrated Books,-,36
Basic Format for Outside Sculpture (Finding a Grid and Marking with Wire or Cord),Robert Barry,American,1936,,Male,1968,Drawings,-,32
"Damaged Child, Shacktown, Elm Grove, Oklahoma",Dorothea Lange,American,1895,1965,Female,1936,Photography,70,41
PEOPLE IN A LANDSCAPE,Svend Wiig Hansen,Danish,1922,1997,Male,1958,Prints & Illustrated Books,75,36
"THE SUN AND THE FROGS (plate 67, 2nd supplementary suite) from FABLES",Marc Chagall,French,1887,1985,Male,1940,Prints & Illustrated Books,98,53
"Truckman's House, New York",Paul Strand,American,1890,1976,Male,1922,Photography,86,32
Châtenay,Eugène Atget,French,1857,1927,Male,1926,Photography,70,69
In-text plate and initial S (page 51) from LETTRES,Henri Matisse,French,1869,1954,Male,1946,Prints & Illustrated Books,85,77
"Fenley's Cafe, 322 W. 3rd",Stephen Shore,American,1947,,Male,1971,Photography,-,24
Modular Cabinet,George Maciunas,American,1931,1978,Male,1977,Fluxus Collection,47,46
Black Beast II,Alexander Calder,American,1898,1976,Male,1957,Painting & Sculpture,78,59
Doug E. Fresh,M. Henry Jones,American,1957,,Male,1983,Film,-,26
"Face, with pearl necklace (Visage au collier de perles)",Henri Matisse,French,1869,1954,Male,1929,Prints & Illustrated Books,85,60
Tokyo,Lee Friedlander,American,1934,,Male,1994,Photography,-,60
Untitled,Louise Bourgeois,American,1911,2010,Female,1974,Prints & Illustrated Books,99,63
Stomach in Sorrow,Leonid Tishkov,Russian,1953,,Male,1994,Prints & Illustrated Books,-,41
Swingeing London 67,Richard Hamilton,British,1922,2011,Male,1968,Prints & Illustrated Books,89,46
100 Years,Hans-Peter Feldmann,German,1941,,Male,2001,Photography,-,60
Boîte mystère,Ben Vautier,French,1935,,Male,1960,Prints & Illustrated Books,-,25
The End,Dick Higgins,American,1938,1998,Male,1962,Fluxus Collection,60,24
Excalibur Toilet Brush,Philippe Starck,French,1949,,Male,1993,Architecture & Design,-,44
"Co-founder of the SAP, Socialist Workers Party [Heinrich Brandler]",August Sander,German,1876,1964,Male,1931,Photography,88,55
"Plate (folio 8) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
Untitled from the portfolio SELF-PORTRAIT IN SYMBOLS,Federico Castellon,American,1914,1971,Male,1965,Prints & Illustrated Books,57,51
"Detail, Abandoned Car, Mojave Desert",Edward Weston,American,1886,1958,Male,1937,Photography,72,51
Vase of Tears,Louise Bourgeois,American,1911,2010,Female,1946,Prints & Illustrated Books,99,35
"Supplication, Guatemala",Rosalind Fox Solomon,American,1930,,Female,1979,Photography,-,49
Eploiement II from the portfolio Scrap Plates II (Planches de rebut II) from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901,1985,Male,1962,Prints & Illustrated Books,84,61
For the Dead,Dick Higgins,American,1938,1998,Male,1965,Fluxus Collection,60,27
